1782877585.859617 server started (7833): version 3.7, socket /tmp/tmux-1000/default, protocol 8
1782877585.859720 on Linux 7.0.14-arch1-1 #1 SMP PREEMPT_DYNAMIC Sat, 27 Jun 2026 16:15:10 +0000
1782877585.859783 using libevent 2.1.12-stable poll
1782877585.859812 using ncurses 6.6 20251230
1782877588.435672 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1782877588.435729 format_expand1: expanding format: #{pane_current_command}
1782877588.435779 format_expand1: found #{}: pane_current_command
1782877588.436024 format_replace: format 'pane_current_command' found: fish
1782877588.436071 format_replace: replaced 'pane_current_command' with 'fish'
1782877588.436094 format_expand1: result is: fish
1782877588.436118 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'fish'
1782877588.436142 format_expand1: found #{}: ?pane_dead,[dead],
1782877588.436164 format_replace: condition is: pane_dead
1782877588.436193 format_replace: condition 'pane_dead' found: 0
1782877588.436213 format_replace: condition 'pane_dead' is false
1782877588.436233 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1782877588.436252 format_replace: replaced '?pane_dead,[dead],' with ''
1782877588.436271 format_expand1: result is: fish
1782877588.436319 @0 name not changed (still fish)
1782877588.614220 /dev/pts/0: read 1 bytes (already 0)
1782877588.614302 /dev/pts/0: keys are 1 (e)
1782877588.614335 /dev/pts/0: next key is 1 (e) (expired=0)
1782877588.614361 /dev/pts/0: complete key e 0x65
1782877588.614392 cmdq_append </dev/pts/0>: [server_client_key_callback/0x55c04b3861a0]
1782877588.614418 cmdq_next <global>: empty
1782877588.614443 cmdq_next </dev/pts/0>: enter
1782877588.614484 cmdq_next </dev/pts/0>: [server_client_key_callback/0x55c04b3861a0] (1), flags 0
1782877588.614511 session $0 0 activity 1782877588.614506
1782877588.614538 cmd_find_from_client: s=$0 0
1782877588.614561 cmd_find_from_client: wl=0 1 w=@0 fish
1782877588.614582 cmd_find_from_client: wp=%0
1782877588.614603 cmd_find_from_client: idx=none
1782877588.614631 key table root (pane %0)
1782877588.614655 key table root (pane %0)
1782877588.614676 not found in key table root
1782877588.614707 writing key 0x65 (e) to %0
1782877588.614740 input_key: e
1782877588.614774 unref client 0x55c04b3b0c60 (2 references)
1782877588.614797 cmdq_next </dev/pts/0>: exit (empty)
1782877588.614819 cmdq_next <global>: empty
1782877588.614840 cmdq_next </dev/pts/0>: empty
1782877588.614871 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.614901 server_client_reset_state: cursor to 2,2
1782877588.614927 server_client_check_pane_buffer: pane %0 is on
1782877588.614953 @0 active pane not changed
1782877588.615056 cmdq_next <global>: empty
1782877588.615084 cmdq_next </dev/pts/0>: empty
1782877588.615116 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.615140 server_client_reset_state: cursor to 2,2
1782877588.615163 server_client_check_pane_buffer: pane %0 is on
1782877588.615185 @0 active pane not changed
1782877588.616098 %0 has 6 bytes
1782877588.616190 @0 alerts timer reset 0
1782877588.616258 screen_write_start_pane: size 121x28, pane %0 (at 0,0)
1782877588.616287 input_parse_buffer: %0 ground, 6 bytes: e\r\033[3C
1782877588.616331 screen_write_collect_end: 1 e (at 2,2)
1782877588.616358 utf8_from_data: (1 1 e) -> 41000065
1782877588.616378 input_c0_dispatch: '\r'
1782877588.616401 input_csi_dispatch: 'C' "" "3"
1782877588.616420 parameter 0: number 3
1782877588.616444 collect list: x=2 (last 4294967295), y=2, used=1
1782877588.616474 /dev/pts/0: \033[38;2;248;248;242m
1782877588.616493 /dev/pts/0: e
1782877588.616524 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1782877588.616544 cmdq_next <global>: empty
1782877588.616560 cmdq_next </dev/pts/0>: empty
1782877588.616581 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.616600 server_client_reset_state: cursor to 3,2
1782877588.616618 /dev/pts/0: \033(B\033[m
1782877588.616636 server_client_check_pane_buffer: %0 has 6 minimum (of 6) bytes used
1782877588.616656 server_client_check_pane_buffer: pane %0 is on
1782877588.616675 @0 active pane changed
1782877588.616694 @0 name timer queued (318716 left)
1782877588.616751 /dev/pts/0: wrote 26 bytes (of 26)
1782877588.616792 %0 has 109 bytes
1782877588.616815 @0 alerts timer reset 0
1782877588.616843 screen_write_start_pane: size 121x28, pane %0 (at 0,0)
1782877588.616875 input_parse_buffer: %0 ground, 109 bytes: \033[38;2;98;114;164mxit\033[38;2;248;248;242m\r\033[3C\b\033[38;2;255;85;85me\033[38;2;98;114;164mxit\033[38;2;248;248;242m\r\033[3C
1782877588.616908 input_csi_dispatch: 'm' "" "38;2;98;114;164"
1782877588.616935 parameter 0: number 38
1782877588.616958 parameter 1: number 2
1782877588.617023 parameter 2: number 98
1782877588.617055 parameter 3: number 114
1782877588.617088 parameter 4: number 164
1782877588.617128 screen_write_collect_end: 3 xit (at 3,2)
1782877588.617168 utf8_from_data: (1 1 x) -> 41000078
1782877588.617211 utf8_from_data: (1 1 x) -> 41000078
1782877588.617244 utf8_from_data: (1 1 x) -> 41000078
1782877588.617285 input_csi_dispatch: 'm' "" "38;2;248;248;242"
1782877588.617354 parameter 0: number 38
1782877588.617412 parameter 1: number 2
1782877588.617445 parameter 2: number 248
1782877588.617471 parameter 3: number 248
1782877588.617497 parameter 4: number 242
1782877588.617526 input_c0_dispatch: '\r'
1782877588.617557 input_csi_dispatch: 'C' "" "3"
1782877588.617589 parameter 0: number 3
1782877588.617621 input_c0_dispatch: '\b'
1782877588.617656 input_csi_dispatch: 'm' "" "38;2;255;85;85"
1782877588.617688 parameter 0: number 38
1782877588.617714 parameter 1: number 2
1782877588.617740 parameter 2: number 255
1782877588.617764 parameter 3: number 85
1782877588.617792 parameter 4: number 85
1782877588.617826 screen_write_collect_trim: 0x55c04b34ee20 3-5 after 2-2
1782877588.617856 screen_write_collect_end: 1 e (at 2,2)
1782877588.617888 utf8_to_data: 41000065 -> (1 1 e)
1782877588.617914 utf8_from_data: (1 1 e) -> 41000065
1782877588.617947 utf8_to_data: 41000078 -> (1 1 x)
1782877588.618009 input_csi_dispatch: 'm' "" "38;2;98;114;164"
1782877588.618044 parameter 0: number 38
1782877588.618070 parameter 1: number 2
1782877588.618101 parameter 2: number 98
1782877588.618128 parameter 3: number 114
1782877588.618150 parameter 4: number 164
1782877588.618185 screen_write_collect_trim: 0x55c04b34ec10 2-2 before 3-5
1782877588.618220 screen_write_collect_trim: 0x55c04b34ee20 3-5 inside 3-5
1782877588.618257 screen_write_collect_end: 3 xit (at 3,2)
1782877588.618289 utf8_to_data: 41000078 -> (1 1 x)
1782877588.618319 utf8_from_data: (1 1 x) -> 41000078
1782877588.618347 utf8_from_data: (1 1 x) -> 41000078
1782877588.618375 utf8_from_data: (1 1 x) -> 41000078
1782877588.618416 input_csi_dispatch: 'm' "" "38;2;248;248;242"
1782877588.618448 parameter 0: number 38
1782877588.618478 parameter 1: number 2
1782877588.618503 parameter 2: number 248
1782877588.618531 parameter 3: number 248
1782877588.618556 parameter 4: number 242
1782877588.618587 input_c0_dispatch: '\r'
1782877588.618615 input_csi_dispatch: 'C' "" "3"
1782877588.618644 parameter 0: number 3
1782877588.618685 collect list: x=2 (last 4294967295), y=2, used=1
1782877588.618717 /dev/pts/0: \b
1782877588.618760 /dev/pts/0: \033[38;2;255;85;85m
1782877588.618790 /dev/pts/0: e
1782877588.618822 collect list: x=3 (last 2), y=2, used=3
1782877588.618850 /dev/pts/0: \033(B\033[m
1782877588.618893 /dev/pts/0: \033[38;2;98;114;164m
1782877588.618917 /dev/pts/0: xit
1782877588.618961 screen_write_collect_flush: flushed 2 items (screen_write_stop)
1782877588.619018 cmdq_next <global>: empty
1782877588.619044 cmdq_next </dev/pts/0>: empty
1782877588.619084 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.619116 server_client_reset_state: cursor to 3,2
1782877588.619150 /dev/pts/0: \033[3;4H
1782877588.619177 /dev/pts/0: \033(B\033[m
1782877588.619206 server_client_check_pane_buffer: %0 has 109 minimum (of 109) bytes used
1782877588.619233 server_client_check_pane_buffer: pane %0 is on
1782877588.619258 @0 active pane changed
1782877588.619292 @0 name timer already queued (316120 left)
1782877588.619413 /dev/pts/0: wrote 58 bytes (of 58)
1782877588.619467 cmdq_next <global>: empty
1782877588.619502 cmdq_next </dev/pts/0>: empty
1782877588.619548 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.619593 server_client_reset_state: cursor to 3,2
1782877588.619653 server_client_check_pane_buffer: pane %0 is on
1782877588.619695 @0 active pane changed
1782877588.619730 @0 name timer already queued (315681 left)
1782877588.626885 cmdq_next <global>: empty
1782877588.626953 cmdq_next </dev/pts/0>: empty
1782877588.627019 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.627059 server_client_reset_state: cursor to 3,2
1782877588.627093 server_client_check_pane_buffer: pane %0 is on
1782877588.627124 @0 active pane changed
1782877588.627154 @0 name timer already queued (308257 left)
1782877588.813634 /dev/pts/0: read 1 bytes (already 0)
1782877588.813746 /dev/pts/0: keys are 1 (x)
1782877588.813801 /dev/pts/0: next key is 1 (x) (expired=0)
1782877588.813835 /dev/pts/0: complete key x 0x78
1782877588.813875 cmdq_append </dev/pts/0>: [server_client_key_callback/0x55c04b3861a0]
1782877588.813913 cmdq_next <global>: empty
1782877588.813932 cmdq_next </dev/pts/0>: enter
1782877588.813953 cmdq_next </dev/pts/0>: [server_client_key_callback/0x55c04b3861a0] (1), flags 0
1782877588.814005 session $0 0 activity 1782877588.813995
1782877588.814038 cmd_find_from_client: s=$0 0
1782877588.814065 cmd_find_from_client: wl=0 1 w=@0 fish
1782877588.814138 cmd_find_from_client: wp=%0
1782877588.814172 cmd_find_from_client: idx=none
1782877588.814197 key table root (pane %0)
1782877588.814215 key table root (pane %0)
1782877588.814231 not found in key table root
1782877588.814256 writing key 0x78 (x) to %0
1782877588.814274 input_key: x
1782877588.814301 unref client 0x55c04b3b0c60 (2 references)
1782877588.814322 cmdq_next </dev/pts/0>: exit (empty)
1782877588.814338 cmdq_next <global>: empty
1782877588.814354 cmdq_next </dev/pts/0>: empty
1782877588.814375 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.814396 server_client_reset_state: cursor to 3,2
1782877588.814416 server_client_check_pane_buffer: pane %0 is on
1782877588.814435 @0 active pane changed
1782877588.814452 @0 name timer already queued (120956 left)
1782877588.814515 cmdq_next <global>: empty
1782877588.814558 cmdq_next </dev/pts/0>: empty
1782877588.814588 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.814607 server_client_reset_state: cursor to 3,2
1782877588.814625 server_client_check_pane_buffer: pane %0 is on
1782877588.814642 @0 active pane changed
1782877588.814661 @0 name timer already queued (120749 left)
1782877588.815070 %0 has 62 bytes
1782877588.815135 @0 alerts timer reset 0
1782877588.815168 screen_write_start_pane: size 121x28, pane %0 (at 0,0)
1782877588.815204 input_parse_buffer: %0 ground, 62 bytes: \033[38;2;255;85;85mx\033[38;2;98;114;164mit\033[38;2;248;248;242m\r\033[4C
1782877588.815332 input_csi_dispatch: 'm' "" "38;2;255;85;85"
1782877588.815370 parameter 0: number 38
1782877588.815468 parameter 1: number 2
1782877588.815494 parameter 2: number 255
1782877588.815590 parameter 3: number 85
1782877588.815620 parameter 4: number 85
1782877588.815716 screen_write_collect_end: 1 x (at 3,2)
1782877588.815742 utf8_to_data: 41000078 -> (1 1 x)
1782877588.815799 utf8_from_data: (1 1 x) -> 41000078
1782877588.815827 utf8_to_data: 41000069 -> (1 1 i)
1782877588.815860 input_csi_dispatch: 'm' "" "38;2;98;114;164"
1782877588.815888 parameter 0: number 38
1782877588.815910 parameter 1: number 2
1782877588.815932 parameter 2: number 98
1782877588.815955 parameter 3: number 114
1782877588.816002 parameter 4: number 164
1782877588.816038 screen_write_collect_trim: 0x55c04b3a6970 3-3 before 4-5
1782877588.816065 screen_write_collect_end: 2 it (at 4,2)
1782877588.816095 utf8_to_data: 41000069 -> (1 1 i)
1782877588.816120 utf8_from_data: (1 1 i) -> 41000069
1782877588.816149 utf8_from_data: (1 1 i) -> 41000069
1782877588.816180 input_csi_dispatch: 'm' "" "38;2;248;248;242"
1782877588.816208 parameter 0: number 38
1782877588.816234 parameter 1: number 2
1782877588.816257 parameter 2: number 248
1782877588.816283 parameter 3: number 248
1782877588.816307 parameter 4: number 242
1782877588.816338 input_c0_dispatch: '\r'
1782877588.816368 input_csi_dispatch: 'C' "" "4"
1782877588.816404 parameter 0: number 4
1782877588.816467 collect list: x=3 (last 4294967295), y=2, used=1
1782877588.816536 /dev/pts/0: \033[38;2;255;85;85m
1782877588.816584 /dev/pts/0: x
1782877588.816629 collect list: x=4 (last 3), y=2, used=2
1782877588.816678 /dev/pts/0: \033(B\033[m
1782877588.816724 /dev/pts/0: \033[38;2;98;114;164m
1782877588.816752 /dev/pts/0: it
1782877588.816807 screen_write_collect_flush: flushed 2 items (screen_write_stop)
1782877588.816851 cmdq_next <global>: empty
1782877588.816885 cmdq_next </dev/pts/0>: empty
1782877588.816991 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.817057 server_client_reset_state: cursor to 4,2
1782877588.817097 /dev/pts/0: \033[3;5H
1782877588.817117 /dev/pts/0: \033(B\033[m
1782877588.817137 server_client_check_pane_buffer: %0 has 62 minimum (of 62) bytes used
1782877588.817156 server_client_check_pane_buffer: pane %0 is on
1782877588.817176 @0 active pane changed
1782877588.817193 @0 name timer already queued (118215 left)
1782877588.817257 /dev/pts/0: wrote 56 bytes (of 56)
1782877588.817296 cmdq_next <global>: empty
1782877588.817328 cmdq_next </dev/pts/0>: empty
1782877588.817360 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.817394 server_client_reset_state: cursor to 4,2
1782877588.817426 server_client_check_pane_buffer: pane %0 is on
1782877588.817460 @0 active pane changed
1782877588.817489 @0 name timer already queued (117920 left)
1782877588.825700 cmdq_next <global>: empty
1782877588.825771 cmdq_next </dev/pts/0>: empty
1782877588.825817 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.825853 server_client_reset_state: cursor to 4,2
1782877588.825886 server_client_check_pane_buffer: pane %0 is on
1782877588.825931 @0 active pane changed
1782877588.826010 @0 name timer already queued (109447 left)
1782877588.895666 /dev/pts/0: read 1 bytes (already 0)
1782877588.895745 /dev/pts/0: keys are 1 (i)
1782877588.895775 /dev/pts/0: next key is 1 (i) (expired=0)
1782877588.895802 /dev/pts/0: complete key i 0x69
1782877588.895834 cmdq_append </dev/pts/0>: [server_client_key_callback/0x55c04b3861a0]
1782877588.895860 cmdq_next <global>: empty
1782877588.895895 cmdq_next </dev/pts/0>: enter
1782877588.895921 cmdq_next </dev/pts/0>: [server_client_key_callback/0x55c04b3861a0] (1), flags 0
1782877588.895950 session $0 0 activity 1782877588.895941
1782877588.896004 cmd_find_from_client: s=$0 0
1782877588.896032 cmd_find_from_client: wl=0 1 w=@0 fish
1782877588.896054 cmd_find_from_client: wp=%0
1782877588.896075 cmd_find_from_client: idx=none
1782877588.896104 key table root (pane %0)
1782877588.896134 key table root (pane %0)
1782877588.896158 not found in key table root
1782877588.896189 writing key 0x69 (i) to %0
1782877588.896217 input_key: i
1782877588.896250 unref client 0x55c04b3b0c60 (2 references)
1782877588.896278 cmdq_next </dev/pts/0>: exit (empty)
1782877588.896299 cmdq_next <global>: empty
1782877588.896321 cmdq_next </dev/pts/0>: empty
1782877588.896352 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.896380 server_client_reset_state: cursor to 4,2
1782877588.896407 server_client_check_pane_buffer: pane %0 is on
1782877588.896432 @0 active pane changed
1782877588.896461 @0 name timer already queued (38948 left)
1782877588.896535 cmdq_next <global>: empty
1782877588.896562 cmdq_next </dev/pts/0>: empty
1782877588.896589 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.896613 server_client_reset_state: cursor to 4,2
1782877588.896636 server_client_check_pane_buffer: pane %0 is on
1782877588.896658 @0 active pane changed
1782877588.896681 @0 name timer already queued (38728 left)
1782877588.897367 %0 has 61 bytes
1782877588.897438 @0 alerts timer reset 0
1782877588.897461 screen_write_start_pane: size 121x28, pane %0 (at 0,0)
1782877588.897480 input_parse_buffer: %0 ground, 61 bytes: \033[38;2;255;85;85mi\033[38;2;98;114;164mt\033[38;2;248;248;242m\r\033[5C
1782877588.897513 input_csi_dispatch: 'm' "" "38;2;255;85;85"
1782877588.897544 parameter 0: number 38
1782877588.897565 parameter 1: number 2
1782877588.897584 parameter 2: number 255
1782877588.897603 parameter 3: number 85
1782877588.897623 parameter 4: number 85
1782877588.897653 screen_write_collect_end: 1 i (at 4,2)
1782877588.897691 utf8_to_data: 41000069 -> (1 1 i)
1782877588.897743 utf8_from_data: (1 1 i) -> 41000069
1782877588.897796 utf8_to_data: 41000074 -> (1 1 t)
1782877588.897825 input_csi_dispatch: 'm' "" "38;2;98;114;164"
1782877588.897850 parameter 0: number 38
1782877588.897869 parameter 1: number 2
1782877588.897890 parameter 2: number 98
1782877588.897912 parameter 3: number 114
1782877588.897932 parameter 4: number 164
1782877588.897959 screen_write_collect_trim: 0x55c04b355a20 4-4 before 5-5
1782877588.898003 screen_write_collect_end: 1 t (at 5,2)
1782877588.898031 utf8_to_data: 41000074 -> (1 1 t)
1782877588.898056 utf8_from_data: (1 1 t) -> 41000074
1782877588.898087 input_csi_dispatch: 'm' "" "38;2;248;248;242"
1782877588.898112 parameter 0: number 38
1782877588.898137 parameter 1: number 2
1782877588.898157 parameter 2: number 248
1782877588.898175 parameter 3: number 248
1782877588.898192 parameter 4: number 242
1782877588.898218 input_c0_dispatch: '\r'
1782877588.898245 input_csi_dispatch: 'C' "" "5"
1782877588.898273 parameter 0: number 5
1782877588.898306 collect list: x=4 (last 4294967295), y=2, used=1
1782877588.898353 /dev/pts/0: \033[38;2;255;85;85m
1782877588.898388 /dev/pts/0: i
1782877588.898421 collect list: x=5 (last 4), y=2, used=1
1782877588.898451 /dev/pts/0: \033(B\033[m
1782877588.898487 /dev/pts/0: \033[38;2;98;114;164m
1782877588.898520 /dev/pts/0: t
1782877588.898594 screen_write_collect_flush: flushed 2 items (screen_write_stop)
1782877588.898723 cmdq_next <global>: empty
1782877588.898766 cmdq_next </dev/pts/0>: empty
1782877588.898790 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.898813 server_client_reset_state: cursor to 5,2
1782877588.898837 /dev/pts/0: \b
1782877588.898860 /dev/pts/0: \033(B\033[m
1782877588.898886 server_client_check_pane_buffer: %0 has 61 minimum (of 61) bytes used
1782877588.898909 server_client_check_pane_buffer: pane %0 is on
1782877588.898936 @0 active pane changed
1782877588.898959 @0 name timer already queued (36450 left)
1782877588.899053 /dev/pts/0: wrote 50 bytes (of 50)
1782877588.899080 cmdq_next <global>: empty
1782877588.899102 cmdq_next </dev/pts/0>: empty
1782877588.899133 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.899160 server_client_reset_state: cursor to 5,2
1782877588.899186 server_client_check_pane_buffer: pane %0 is on
1782877588.899211 @0 active pane changed
1782877588.899234 @0 name timer already queued (36175 left)
1782877588.907395 cmdq_next <global>: empty
1782877588.907461 cmdq_next </dev/pts/0>: empty
1782877588.907490 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.907514 server_client_reset_state: cursor to 5,2
1782877588.907536 server_client_check_pane_buffer: pane %0 is on
1782877588.907564 @0 active pane changed
1782877588.907594 @0 name timer already queued (27816 left)
1782877588.935766 @0 name timer expired
1782877588.935815 cmdq_next <global>: empty
1782877588.935835 cmdq_next </dev/pts/0>: empty
1782877588.935857 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877588.935885 server_client_reset_state: cursor to 5,2
1782877588.935918 server_client_check_pane_buffer: pane %0 is on
1782877588.935943 @0 active pane changed
1782877588.936010 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1782877588.936071 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1782877588.936105 format_replace: condition is: pane_in_mode
1782877588.936151 format_replace: condition 'pane_in_mode' found: 0
1782877588.936177 format_replace: condition 'pane_in_mode' is false
1782877588.936207 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1782877588.936231 format_expand1: expanding format: #{pane_current_command}
1782877588.936262 format_expand1: found #{}: pane_current_command
1782877588.936392 format_replace: format 'pane_current_command' found: fish
1782877588.936460 format_replace: replaced 'pane_current_command' with 'fish'
1782877588.936495 format_expand1: result is: fish
1782877588.936521 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'fish'
1782877588.936550 format_expand1: found #{}: ?pane_dead,[dead],
1782877588.936581 format_replace: condition is: pane_dead
1782877588.936619 format_replace: condition 'pane_dead' found: 0
1782877588.936647 format_replace: condition 'pane_dead' is false
1782877588.936670 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1782877588.936693 format_replace: replaced '?pane_dead,[dead],' with ''
1782877588.936717 format_expand1: result is: fish
1782877588.936743 @0 name not changed (still fish)
1782877589.024756 /dev/pts/0: read 1 bytes (already 0)
1782877589.024820 /dev/pts/0: keys are 1 (t)
1782877589.024846 /dev/pts/0: next key is 1 (t) (expired=0)
1782877589.024868 /dev/pts/0: complete key t 0x74
1782877589.024896 cmdq_append </dev/pts/0>: [server_client_key_callback/0x55c04b389880]
1782877589.024923 cmdq_next <global>: empty
1782877589.024950 cmdq_next </dev/pts/0>: enter
1782877589.025005 cmdq_next </dev/pts/0>: [server_client_key_callback/0x55c04b389880] (1), flags 0
1782877589.025032 session $0 0 activity 1782877589.025026
1782877589.025061 cmd_find_from_client: s=$0 0
1782877589.025090 cmd_find_from_client: wl=0 1 w=@0 fish
1782877589.025115 cmd_find_from_client: wp=%0
1782877589.025139 cmd_find_from_client: idx=none
1782877589.025174 key table root (pane %0)
1782877589.025206 key table root (pane %0)
1782877589.025232 not found in key table root
1782877589.025274 writing key 0x74 (t) to %0
1782877589.025308 input_key: t
1782877589.025352 unref client 0x55c04b3b0c60 (2 references)
1782877589.025383 cmdq_next </dev/pts/0>: exit (empty)
1782877589.025408 cmdq_next <global>: empty
1782877589.025435 cmdq_next </dev/pts/0>: empty
1782877589.025472 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877589.025502 server_client_reset_state: cursor to 5,2
1782877589.025532 server_client_check_pane_buffer: pane %0 is on
1782877589.025559 @0 active pane not changed
1782877589.025642 cmdq_next <global>: empty
1782877589.025681 cmdq_next </dev/pts/0>: empty
1782877589.025718 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877589.025747 server_client_reset_state: cursor to 5,2
1782877589.025775 server_client_check_pane_buffer: pane %0 is on
1782877589.025808 @0 active pane not changed
1782877589.026316 %0 has 47 bytes
1782877589.026365 @0 alerts timer reset 0
1782877589.026397 screen_write_start_pane: size 121x28, pane %0 (at 0,0)
1782877589.026427 input_parse_buffer: %0 ground, 47 bytes: \033[38;2;255;85;85mt\033[38;2;248;248;242m\r\033[6C\r\033[6C
1782877589.026471 input_csi_dispatch: 'm' "" "38;2;255;85;85"
1782877589.026504 parameter 0: number 38
1782877589.026529 parameter 1: number 2
1782877589.026553 parameter 2: number 255
1782877589.026576 parameter 3: number 85
1782877589.026597 parameter 4: number 85
1782877589.026632 screen_write_collect_end: 1 t (at 5,2)
1782877589.026660 utf8_to_data: 41000074 -> (1 1 t)
1782877589.026685 utf8_from_data: (1 1 t) -> 41000074
1782877589.026719 input_csi_dispatch: 'm' "" "38;2;248;248;242"
1782877589.026745 parameter 0: number 38
1782877589.026764 parameter 1: number 2
1782877589.026782 parameter 2: number 248
1782877589.026798 parameter 3: number 248
1782877589.026816 parameter 4: number 242
1782877589.026836 input_c0_dispatch: '\r'
1782877589.026860 input_csi_dispatch: 'C' "" "6"
1782877589.026879 parameter 0: number 6
1782877589.026900 input_c0_dispatch: '\r'
1782877589.026920 input_csi_dispatch: 'C' "" "6"
1782877589.026939 parameter 0: number 6
1782877589.026994 collect list: x=5 (last 4294967295), y=2, used=1
1782877589.027040 /dev/pts/0: \033[38;2;255;85;85m
1782877589.027066 /dev/pts/0: t
1782877589.027107 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1782877589.027155 cmdq_next <global>: empty
1782877589.027200 cmdq_next </dev/pts/0>: empty
1782877589.027238 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877589.027269 server_client_reset_state: cursor to 6,2
1782877589.027297 /dev/pts/0: \033(B\033[m
1782877589.027326 server_client_check_pane_buffer: %0 has 47 minimum (of 47) bytes used
1782877589.027362 server_client_check_pane_buffer: pane %0 is on
1782877589.027411 @0 active pane changed
1782877589.027450 @0 name timer queued (408521 left)
1782877589.027562 %0 has 51 bytes
1782877589.027618 @0 alerts timer reset 0
1782877589.027669 screen_write_start_pane: size 121x28, pane %0 (at 0,0)
1782877589.027735 input_parse_buffer: %0 ground, 51 bytes: \033[4D\033[38;2;139;233;253mexit\033[38;2;248;248;242m\r\033[6C
1782877589.027791 input_csi_dispatch: 'D' "" "4"
1782877589.027849 parameter 0: number 4
1782877589.027904 input_csi_dispatch: 'm' "" "38;2;139;233;253"
1782877589.027953 parameter 0: number 38
1782877589.028023 parameter 1: number 2
1782877589.028048 parameter 2: number 139
1782877589.028075 parameter 3: number 233
1782877589.028103 parameter 4: number 253
1782877589.028136 screen_write_collect_end: 4 exit (at 2,2)
1782877589.028168 utf8_to_data: 41000065 -> (1 1 e)
1782877589.028198 utf8_from_data: (1 1 e) -> 41000065
1782877589.028227 utf8_from_data: (1 1 e) -> 41000065
1782877589.028249 utf8_from_data: (1 1 e) -> 41000065
1782877589.028271 utf8_from_data: (1 1 e) -> 41000065
1782877589.028301 input_csi_dispatch: 'm' "" "38;2;248;248;242"
1782877589.028325 parameter 0: number 38
1782877589.028345 parameter 1: number 2
1782877589.028363 parameter 2: number 248
1782877589.028382 parameter 3: number 248
1782877589.028399 parameter 4: number 242
1782877589.028420 input_c0_dispatch: '\r'
1782877589.028444 input_csi_dispatch: 'C' "" "6"
1782877589.028466 parameter 0: number 6
